Time,Time Varying Load 671.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadB.P_measured,Time Varying Load 671.Single phase time-varying loadA1.P_measured,Time Varying Load 671.Single phase time-varying loadA2.P_measured,Time Varying Load 675.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadC.P_measured
319.75,55945.6484375,12443.7080078125,59978.00390625,55977.06640625,73281.7109375,44018.43359375
320.0,55968.17578125,12441.4267578125,59980.35546875,55976.44921875,73280.265625,44037.234375
320.25,55967.875,12443.6953125,59979.76953125,55975.98828125,73277.25,44036.22265625
320.5,55969.44921875,12443.6044921875,59979.765625,55976.30078125,73279.8203125,44036.51171875
320.75,55968.3125,12443.708984375,59979.78515625,55966.93359375,73278.7109375,44036.765625
321.0,55968.30859375,12443.62890625,59979.82421875,55975.375,73241.421875,44036.359375
321.25,55924.3359375,12432.5654296875,59889.78515625,55906.0703125,73214.3515625,43980.03515625
321.5,55923.20703125,12432.3408203125,59898.96484375,55904.7421875,73212.5390625,43979.40625
321.75,56968.875,11444.4794921875,54975.73046875,56999.05078125,68286.5234375,40030.125
322.0,56943.5078125,11438.2939453125,54973.34765625,56977.4765625,68272.5234375,40026.890625
322.25,56967.8984375,11440.1884765625,54972.77734375,56977.1796875,68270.9765625,40029.56640625
322.5,56968.6640625,11442.705078125,54974.0546875,56977.74609375,68269.203125,40032.73828125
322.75,56970.1640625,11442.4521484375,54973.35546875,56967.5859375,68271.890625,40031.89453125
323.0,56969.67578125,11442.384765625,54973.16015625,56955.9609375,68271.6875,40031.08203125
323.25,56969.65625,11442.5419921875,54973.25,56977.33203125,68236.796875,40030.96875
323.5,56970.58984375,11442.384765625,54953.92578125,56978.0,68273.0625,40031.50390625
323.75,55968.40625,12443.455078125,55972.99609375,56977.3359375,69272.625,39029.39453125
324.0,55968.9296875,12443.693359375,55974.15234375,56977.9765625,69274.125,39030.57421875
324.25,55940.625,12443.6748046875,55974.6640625,56977.9609375,69273.703125,39026.51953125
324.5,55969.76171875,12443.365234375,55974.0,56978.203125,69274.453125,39030.7109375
324.75,55967.484375,12443.8154296875,55974.46484375,56977.71875,69270.421875,39031.96875
325.0,55969.0859375,12443.669921875,55974.515625,56977.984375,69274.328125,39029.8359375
325.25,55968.125,12443.6318359375,55974.515625,56956.01953125,69272.96875,39029.90234375
325.5,55968.390625,12443.5751953125,55974.37109375,56976.9609375,69237.6171875,39030.07421875
325.75,52966.31640625,12443.5126953125,51953.203125,54996.19140625,66287.125,36033.4453125
326.0,52920.48828125,12432.357421875,51911.14453125,54905.26171875,66207.3984375,35981.0234375
326.25,52965.3828125,12443.5712890625,51968.953125,54974.3125,66269.8515625,36026.40625
326.5,52940.76171875,12439.216796875,51969.3359375,54974.875,66270.671875,36024.4921875
326.75,52962.87109375,12441.2001953125,51968.8984375,54974.21484375,66267.8359375,36024.46484375
327.0,52965.765625,12443.4873046875,51969.04296875,54974.7734375,66268.453125,36026.16796875
327.25,52965.49609375,12443.64453125,51969.53515625,54965.85546875,66270.7265625,36026.8671875
327.5,52965.74609375,12443.5595703125,51969.4765625,54977.3203125,66236.875,36026.5
327.75,61980.92578125,14445.7490234375,52969.0546875,63923.8828125,72249.9609375,39013.59375
328.0,61978.71875,14446.0693359375,52951.4921875,63984.63671875,72280.75,39030.4765625
328.25,61927.4453125,14433.138671875,52900.23046875,63904.34375,72210.828125,38980.94921875
328.5,61947.24609375,14446.1630859375,52970.3828125,63986.64453125,72278.0234375,39030.03515625
328.75,61947.58984375,14446.1572265625,52970.671875,63987.00390625,72278.2734375,39025.73046875
329.0,61977.14453125,14443.48046875,52970.53125,63986.9140625,72277.921875,39015.00390625
329.25,61975.16015625,14446.240234375,52970.578125,63986.62890625,72274.8203125,39030.8671875
329.5,61976.90625,14446.0439453125,52970.57421875,63986.66796875,72278.46875,39030.4453125
329.75,65976.4453125,14446.1640625,51970.3203125,68985.9609375,72246.1640625,42037.31640625
330.0,65980.0546875,14446.1162109375,51969.06640625,68969.09375,72272.859375,42033.94140625
330.25,65982.2109375,14446.0703125,51950.65234375,68993.203125,72278.6171875,42033.984375
330.5,65928.7578125,14433.1357421875,51900.5859375,68905.4921875,72209.71875,41980.38671875
330.75,65979.03125,14446.162109375,51968.8984375,68993.2109375,72275.21875,42033.625
331.0,65982.4921875,14443.5712890625,51969.140625,68994.1171875,72278.3125,42017.46875
331.25,65980.625,14443.21484375,51968.67578125,68993.5234375,72277.046875,42017.3203125
331.5,65982.046875,14446.2763671875,51969.34375,68993.9609375,72278.3046875,42033.93359375
331.75,71977.234375,14445.912109375,59991.66015625,73010.0625,85316.359375,49052.31640625
332.0,71988.5703125,14446.1298828125,59979.6015625,72999.15625,85294.7421875,49043.5546875
332.25,71987.6953125,14446.2734375,59979.8515625,72986.5859375,85290.765625,49043.62109375
332.5,71954.546875,14446.19140625,59958.48828125,72997.96875,85294.1171875,49043.4140625
332.75,71987.140625,14446.228515625,59969.265625,73000.46875,85293.75,49042.99609375
333.0,71990.6484375,14446.4013671875,59980.671875,72999.5703125,85295.859375,49043.13671875
333.25,71988.7109375,14441.16015625,59979.8515625,72999.1484375,85294.09375,49038.95703125
333.5,71988.4609375,14446.2529296875,59980.015625,72998.8828125,85294.6953125,49020.09375
333.75,72987.8515625,15448.787109375,64989.3984375,74002.359375,87295.3359375,47042.46875
334.0,72989.953125,15447.42578125,64986.2578125,74000.859375,87297.3203125,47040.5625
334.25,72990.0625,15447.4326171875,64986.12109375,74000.8515625,87253.2578125,47040.24609375
334.5,72988.421875,15447.6083984375,64986.3984375,74000.9921875,87292.6015625,47040.86328125
334.75,72931.40625,15433.7373046875,64910.890625,73878.7421875,87221.7421875,46979.765625
335.0,72986.7421875,15447.533203125,64972.98828125,73998.7890625,87294.1640625,47040.08984375
335.25,72989.9765625,15447.6953125,64987.5546875,73998.359375,87296.140625,47040.1640625
335.5,72989.90625,15442.0517578125,64986.4375,74000.8125,87297.390625,47036.44140625
335.75,71989.921875,15445.078125,70991.9140625,70998.9921875,90308.53125,51026.6015625
336.0,71989.078125,15447.53125,70994.28125,70996.359375,90302.125,51045.71875
336.25,71989.25,15447.572265625,70994.1953125,70996.8359375,90302.4609375,51045.7890625
336.5,71988.6328125,15447.552734375,70994.453125,70996.5,90301.2890625,51046.09765625
336.75,71987.484375,15447.6181640625,70994.46875,70995.8828125,90296.9296875,51045.8671875
337.0,71932.4140625,15433.8291015625,70911.5625,70892.3828125,90227.8828125,50979.390625
337.25,71991.3125,15447.4189453125,70969.5078125,70998.15625,90298.5703125,51045.92578125
