Time,Node 680.V1_rms,Node 680.V2_rms,Node 680.V3_rms,Node 684.V1_rms,Node 684.V3_rms,Node 692.V1_rms,Node 692.V2_rms,Node 692.V3_rms,UpperBound,LowerBound
260.25,2379.148681640625,2440.71533203125,2402.23828125,2378.412109375,2402.03955078125,2379.148681640625,2440.71533203125,2402.23828125,2522.0,2282.0
260.5,2379.148681640625,2440.716552734375,2402.23681640625,2378.412353515625,2402.0380859375,2379.148681640625,2440.716552734375,2402.23681640625,2522.0,2282.0
260.75,2379.14892578125,2440.71533203125,2402.255615234375,2378.41259765625,2403.355224609375,2379.14892578125,2440.71533203125,2402.255615234375,2522.0,2282.0
261.0,2381.487548828125,2439.875732421875,2402.58447265625,2380.715576171875,2402.45068359375,2381.487548828125,2439.875732421875,2402.58447265625,2522.0,2282.0
261.25,2381.457763671875,2439.87744140625,2402.590576171875,2380.685791015625,2402.45703125,2381.457763671875,2439.87744140625,2402.590576171875,2522.0,2282.0
261.5,2381.45361328125,2439.87841796875,2402.585693359375,2380.681396484375,2402.451904296875,2381.45361328125,2439.87841796875,2402.585693359375,2522.0,2282.0
261.75,2381.480224609375,2439.87841796875,2402.57958984375,2380.7080078125,2402.446044921875,2381.480224609375,2439.87841796875,2402.57958984375,2522.0,2282.0
262.0,2381.457763671875,2439.887451171875,2402.583740234375,2380.685546875,2402.4501953125,2381.457763671875,2439.887451171875,2402.583740234375,2522.0,2282.0
262.25,2381.45849609375,2441.196533203125,2402.583251953125,2380.6865234375,2402.44970703125,2381.45849609375,2441.196533203125,2402.583251953125,2522.0,2282.0
262.5,2381.458251953125,2439.8779296875,2402.583251953125,2380.68603515625,2402.449462890625,2381.458251953125,2439.8779296875,2402.583251953125,2522.0,2282.0
262.75,2381.457275390625,2439.88232421875,2402.583251953125,2380.685302734375,2402.44970703125,2381.457275390625,2439.88232421875,2402.583251953125,2522.0,2282.0
263.0,2424.760498046875,2444.584228515625,2413.906982421875,2424.27490234375,2414.216064453125,2424.760498046875,2444.584228515625,2413.906982421875,2522.0,2282.0
263.25,2424.963134765625,2444.572265625,2413.934326171875,2424.47998046875,2414.244140625,2424.963134765625,2444.572265625,2413.934326171875,2522.0,2282.0
263.5,2424.96044921875,2444.58154296875,2413.934814453125,2424.4775390625,2414.24462890625,2424.96044921875,2444.58154296875,2413.934814453125,2522.0,2282.0
263.75,2424.9609375,2444.574462890625,2413.936279296875,2425.7880859375,2414.24609375,2424.9609375,2444.574462890625,2413.936279296875,2522.0,2282.0
264.0,2426.270751953125,2444.572998046875,2413.940673828125,2424.477294921875,2414.250732421875,2426.270751953125,2444.572998046875,2413.940673828125,2522.0,2282.0
264.25,2424.9560546875,2445.892822265625,2413.935546875,2424.472900390625,2414.245361328125,2424.9560546875,2445.892822265625,2413.935546875,2522.0,2282.0
264.5,2424.9736328125,2444.572998046875,2413.93994140625,2424.490478515625,2414.249755859375,2424.9736328125,2444.572998046875,2413.93994140625,2522.0,2282.0
264.75,2424.9638671875,2444.569091796875,2413.94580078125,2424.48095703125,2415.560302734375,2424.9638671875,2444.569091796875,2413.94580078125,2522.0,2282.0
265.0,2424.2529296875,2443.94140625,2414.572998046875,2423.767822265625,2416.2197265625,2424.2529296875,2443.94140625,2414.572998046875,2522.0,2282.0
265.25,2424.253173828125,2443.942626953125,2414.55712890625,2423.76806640625,2414.8984375,2424.253173828125,2443.942626953125,2414.55712890625,2522.0,2282.0
265.5,2424.252685546875,2443.942626953125,2414.555908203125,2423.767578125,2414.897216796875,2424.252685546875,2443.942626953125,2414.555908203125,2522.0,2282.0
265.75,2424.263427734375,2443.9423828125,2414.55615234375,2423.7783203125,2414.8974609375,2424.263427734375,2443.9423828125,2414.55615234375,2522.0,2282.0
266.0,2424.263427734375,2443.942626953125,2414.5546875,2423.778076171875,2414.896240234375,2424.263427734375,2443.942626953125,2414.5546875,2522.0,2282.0
266.25,2425.56005859375,2443.942626953125,2414.56494140625,2423.764892578125,2414.906494140625,2425.56005859375,2443.942626953125,2414.56494140625,2522.0,2282.0
266.5,2424.246826171875,2445.26318359375,2414.562744140625,2423.76171875,2414.904052734375,2424.246826171875,2445.26318359375,2414.562744140625,2522.0,2282.0
266.75,2424.26318359375,2443.9423828125,2414.55859375,2423.778076171875,2414.900146484375,2424.26318359375,2443.9423828125,2414.55859375,2522.0,2282.0
267.0,2420.486328125,2446.024658203125,2413.3095703125,2419.905029296875,2414.993896484375,2420.486328125,2446.024658203125,2413.3095703125,2522.0,2282.0
267.25,2420.49365234375,2446.022705078125,2414.607421875,2419.912353515625,2413.683349609375,2420.49365234375,2446.022705078125,2414.607421875,2522.0,2282.0
267.5,2420.500244140625,2446.02197265625,2413.30126953125,2419.9189453125,2413.68115234375,2420.500244140625,2446.02197265625,2413.30126953125,2522.0,2282.0
